id_processo,cnpj,tj,leilao_teve,leilao_data,leilao_vendeu,upi_teve,upi_vendeu
04176625020138190001,33388182000179,RJ,Não,NA,NA,Sim,NA
04225817720168190001,40421406000162,RJ,Não,NA,NA,Não,NA
04225817720168190001,08346404000143,RJ,Não,NA,NA,Não,NA
04225817720168190001,14781006000158,RJ,Não,NA,NA,Não,NA
04225817720168190001,15836872000161,RJ,Não,NA,NA,Não,NA
04225817720168190001,20946175000101,RJ,Não,NA,NA,Não,NA
04225817720168190001,13185066000145,RJ,Não,NA,NA,Não,NA
04225817720168190001,10736732000106,RJ,Não,NA,NA,Não,NA
04225817720168190001,13167132000154,RJ,Não,NA,NA,Não,NA
04225817720168190001,14068603000130,RJ,Não,NA,NA,Não,NA
02487914720198190001,12243301000125,RJ,Sim,2020-07-15,Sim,Sim,NA
02487914720198190001,15427668000197,RJ,Sim,2020-07-15,Sim,Sim,NA
02802301320188190001,33200049000147,RJ,Não,NA,NA,Sim,NA
02802301320188190001,08018417000193,RJ,Não,NA,NA,Sim,NA
02802301320188190001,29979440000114,RJ,Não,NA,NA,Sim,NA
00534416320158190001,03850067000103,RJ,NA,NA,NA,Sim,NA
00534416320158190001,03504493000195,RJ,NA,NA,NA,Sim,NA
00534416320158190001,04082647000160,RJ,NA,NA,NA,Sim,NA
00534416320158190001,08086917000162,RJ,NA,NA,NA,Sim,NA
00534416320158190001,08589404000174,RJ,NA,NA,NA,Sim,NA
00534416320158190001,04750747000118,RJ,NA,NA,NA,Sim,NA
00534416320158190001,10997623000134,RJ,NA,NA,NA,Sim,NA
01163302420138190001,02193750000152,RJ,NA,NA,NA,Sim,NA
01163302420138190001,90195892000116,RJ,NA,NA,NA,Sim,NA
01163302420138190001,33017088000103,RJ,NA,NA,NA,Sim,NA
00039859420138190008,07941451000172,RJ,NA,NA,NA,NA,NA
00039859420138190008,10817081000170,RJ,NA,NA,NA,NA,NA
00039859420138190008,10817061000108,RJ,NA,NA,NA,NA,NA
02884639620188190001,30521090000127,RJ,Não,NA,NA,Sim,NA
02884639620188190001,12045924000193,RJ,Não,NA,NA,Sim,NA
02884639620188190001,NA,RJ,Não,NA,NA,Sim,NA
02884639620188190001,12981793000156,RJ,Não,NA,NA,Sim,NA
02884639620188190001,26496540000100,RJ,Não,NA,NA,Sim,NA
02884639620188190001,11801519000195,RJ,Não,NA,NA,Sim,NA
02884639620188190001,11801960000177,RJ,Não,NA,NA,Sim,NA
02884639620188190001,05722506000128,RJ,Não,NA,NA,Sim,NA
00550679120148190021,00829418000106,RJ,Não,NA,NA,Sim,NA
00550679120148190021,11122584000194,RJ,Não,NA,NA,Sim,NA
00297412420168190001,07872408000100,RJ,NA,NA,NA,Sim,NA
00297412420168190001,21001761000138,RJ,NA,NA,NA,Sim,NA
00297412420168190001,04651067000147,RJ,NA,NA,NA,Sim,NA
00011018320188190019,03925618000150,RJ,Não,NA,NA,Não,NA
00011018320188190019,07267371000183,RJ,Não,NA,NA,Não,NA
00011018320188190019,14980616000180,RJ,Não,NA,NA,Não,NA
00011018320188190019,30007873000197,RJ,Não,NA,NA,Não,NA
03984391420138190001,33068883000120,RJ,NA,NA,NA,Sim,NA
03984391420138190001,28814739000156,RJ,NA,NA,NA,Sim,NA
00862518220128190038,31069347000114,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,04305863000128,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,08617898000153,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,10277470000150,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,10333693000198,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,09338485000100,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,09496717000140,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,07283059000183,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,06787408000131,RJ,Sim,2013-10-15,Sim,Não,NA
00862518220128190038,09476768000100,RJ,Sim,2013-10-15,Sim,Não,NA
03606366520118190001,39414552000181,RJ,NA,NA,NA,Não,NA
03606366520118190001,07575127000188,RJ,NA,NA,NA,Não,NA
02145153420128190001,10788628000157,RJ,NA,NA,NA,Sim,NA
02145153420128190001,09646917000132,RJ,NA,NA,NA,Sim,NA
02145153420128190001,09299205000194,RJ,NA,NA,NA,Sim,NA
02145153420128190001,06994480000130,RJ,NA,NA,NA,Sim,NA
02145153420128190001,09269072000103,RJ,NA,NA,NA,Sim,NA
01176082120178190001,42407445000130,RJ,NA,NA,NA,Não,NA
02201846320158190001,09008431000179,RJ,NA,NA,NA,Não,NA
02201846320158190001,33461567000114,RJ,NA,NA,NA,Não,NA
02201846320158190001,46011524000189,RJ,NA,NA,NA,Não,NA
02201846320158190001,33412081000196,RJ,NA,NA,NA,Não,NA
03465343320148190001,42415810000159,RJ,NA,NA,NA,Sim,NA
03465343320148190001,30038152000144,RJ,NA,NA,NA,Sim,NA
00126330820188190002,02926485000174,RJ,NA,NA,NA,NA,NA
04666624820158190001,03855323000155,RJ,NA,NA,NA,Não,NA
02381491520198190001,00343915000108,RJ,NA,NA,NA,NA,NA
02381491520198190001,05877417000150,RJ,NA,NA,NA,NA,NA
02381491520198190001,19276592000105,RJ,NA,NA,NA,NA,NA
02381491520198190001,15151685000144,RJ,NA,NA,NA,NA,NA
02381491520198190001,18883828000109,RJ,NA,NA,NA,NA,NA
00009914120148190014,28963189000137,RJ,Sim,2015-11-09,Sim,NA,NA
00009914120148190014,14830030000130,RJ,Sim,2015-11-09,Sim,NA,NA
00009914120148190014,74185117000123,RJ,Sim,2015-11-09,Sim,NA,NA
00009914120148190014,74185174000102,RJ,Sim,2015-11-09,Sim,NA,NA
00009914120148190014,86685765000128,RJ,Sim,2015-11-09,Sim,NA,NA
00155070920158190054,09176640000121,RJ,NA,NA,NA,Sim,NA
00155070920158190054,11094822000103,RJ,NA,NA,NA,Sim,NA
00155070920158190054,04096296000147,RJ,NA,NA,NA,Sim,NA
00155070920158190054,04526087000196,RJ,NA,NA,NA,Sim,NA
04392010420158190001,00919246000161,RJ,Não,NA,NA,Sim,NA
04392010420158190001,04713718000186,RJ,Não,NA,NA,Sim,NA
04392010420158190001,10474006000154,RJ,Não,NA,NA,Sim,NA
04392010420158190001,10473733000105,RJ,Não,NA,NA,Sim,NA
00856458720208190001,33035536000100,RJ,NA,NA,NA,NA,NA
00856458720208190001,32170094000133,RJ,NA,NA,NA,NA,NA
00856458720208190001,18983215000135,RJ,NA,NA,NA,NA,NA
00856458720208190001,09104082000199,RJ,NA,NA,NA,NA,NA
00856458720208190001,01631599000124,RJ,NA,NA,NA,NA,NA
00856458720208190001,08689760000160,RJ,NA,NA,NA,NA,NA
00856458720208190001,31242472000184,RJ,NA,NA,NA,NA,NA
00856458720208190001,05382152000110,RJ,NA,NA,NA,NA,NA
00856458720208190001,11096271000109,RJ,NA,NA,NA,NA,NA
00856458720208190001,09104096000102,RJ,NA,NA,NA,NA,NA
00856458720208190001,11994420000157,RJ,NA,NA,NA,NA,NA
00856458720208190001,11921670000167,RJ,NA,NA,NA,NA,NA
00856458720208190001,12794291000116,RJ,NA,NA,NA,NA,NA
00856458720208190001,12794373000160,RJ,NA,NA,NA,NA,NA
00856458720208190001,13279257000176,RJ,NA,NA,NA,NA,NA
00856458720208190001,13265370000100,RJ,NA,NA,NA,NA,NA
00856458720208190001,08675631000112,RJ,NA,NA,NA,NA,NA
00856458720208190001,08851619000111,RJ,NA,NA,NA,NA,NA
00856458720208190001,08175290000116,RJ,NA,NA,NA,NA,NA
00856458720208190001,09635317000179,RJ,NA,NA,NA,NA,NA
00856458720208190001,09635281000123,RJ,NA,NA,NA,NA,NA
00856458720208190001,09637910000154,RJ,NA,NA,NA,NA,NA
00856458720208190001,09635348000120,RJ,NA,NA,NA,NA,NA
00856458720208190001,09635311000100,RJ,NA,NA,NA,NA,NA
00856458720208190001,09663835000104,RJ,NA,NA,NA,NA,NA
00856458720208190001,09635555000184,RJ,NA,NA,NA,NA,NA
00856458720208190001,11096259000102,RJ,NA,NA,NA,NA,NA
00856458720208190001,11096264000107,RJ,NA,NA,NA,NA,NA
00856458720208190001,11323252000178,RJ,NA,NA,NA,NA,NA
00856458720208190001,11323238000174,RJ,NA,NA,NA,NA,NA
00856458720208190001,13016891000116,RJ,NA,NA,NA,NA,NA
00856458720208190001,14148465000107,RJ,NA,NA,NA,NA,NA
00856458720208190001,13016841000139,RJ,NA,NA,NA,NA,NA
00856458720208190001,14125061000190,RJ,NA,NA,NA,NA,NA
00856458720208190001,14148570000138,RJ,NA,NA,NA,NA,NA
00856458720208190001,14148595000131,RJ,NA,NA,NA,NA,NA
00856458720208190001,14237405000152,RJ,NA,NA,NA,NA,NA
00856458720208190001,08266518000183,RJ,NA,NA,NA,NA,NA
00856458720208190001,15539024000190,RJ,NA,NA,NA,NA,NA
00856458720208190001,15538987000170,RJ,NA,NA,NA,NA,NA
00856458720208190001,15434883000115,RJ,NA,NA,NA,NA,NA
00856458720208190001,15434847000151,RJ,NA,NA,NA,NA,NA
00856458720208190001,15434885000104,RJ,NA,NA,NA,NA,NA
00856458720208190001,16559091000130,RJ,NA,NA,NA,NA,NA
00856458720208190001,16717071000140,RJ,NA,NA,NA,NA,NA
00856458720208190001,16717144000101,RJ,NA,NA,NA,NA,NA
00856458720208190001,16699622000190,RJ,NA,NA,NA,NA,NA
00856458720208190001,17550411000153,RJ,NA,NA,NA,NA,NA
00856458720208190001,17631636000134,RJ,NA,NA,NA,NA,NA
00856458720208190001,17630876000114,RJ,NA,NA,NA,NA,NA
00856458720208190001,17630938000198,RJ,NA,NA,NA,NA,NA
00856458720208190001,16559103000126,RJ,NA,NA,NA,NA,NA
00856458720208190001,07807960000107,RJ,NA,NA,NA,NA,NA
00856458720208190001,01925030000171,RJ,NA,NA,NA,NA,NA
00856458720208190001,10176231000104,RJ,NA,NA,NA,NA,NA
00856458720208190001,12652660000136,RJ,NA,NA,NA,NA,NA
00856458720208190001,08413875000127,RJ,NA,NA,NA,NA,NA
00856458720208190001,09208566000188,RJ,NA,NA,NA,NA,NA
00856458720208190001,11099854000193,RJ,NA,NA,NA,NA,NA
00856458720208190001,12396858000104,RJ,NA,NA,NA,NA,NA
00856458720208190001,10225304000100,RJ,NA,NA,NA,NA,NA
00856458720208190001,10145755000138,RJ,NA,NA,NA,NA,NA
00856458720208190001,13523499000163,RJ,NA,NA,NA,NA,NA
02044847120208190001,30927990000179,RJ,NA,NA,NA,Sim,NA
02044847120208190001,19720675000133,RJ,NA,NA,NA,Sim,NA
02044847120208190001,56105166000127,RJ,NA,NA,NA,Sim,NA
02044847120208190001,08436584000154,RJ,NA,NA,NA,Sim,NA
00221342220178190066,32500977000164,RJ,Não,NA,NA,Não,NA
00221342220178190066,19571543000197,RJ,Não,NA,NA,Não,NA
00973158820218190001,03243951000180,RJ,NA,NA,NA,NA,NA
00973158820218190001,40296212000182,RJ,NA,NA,NA,NA,NA
00973158820218190001,02094228000113,RJ,NA,NA,NA,NA,NA
00973158820218190001,13193139000140,RJ,NA,NA,NA,NA,NA
03776205620138190001,07957093000196,RJ,NA,NA,NA,Sim,NA
03776205620138190001,08926302000105,RJ,NA,NA,NA,Sim,NA
03776205620138190001,NA,RJ,NA,NA,NA,Sim,NA
03776205620138190001,16885474000106,RJ,NA,NA,NA,Sim,NA
02463352720198190001,18514751000191,RJ,Não,NA,NA,NA,NA
02463352720198190001,28591525000168,RJ,Não,NA,NA,NA,NA
02463352720198190001,18196186000161,RJ,Não,NA,NA,NA,NA
02463352720198190001,13595683000119,RJ,Não,NA,NA,NA,NA
00417564920218190001,11405670000104,RJ,NA,NA,NA,NA,NA
00000561020148190011,28847176000100,RJ,NA,NA,NA,Sim,NA
00937549020208190001,33646001000167,RJ,Não,NA,NA,Sim,NA
00937549020208190001,04153412000112,RJ,Não,NA,NA,Sim,NA
00937549020208190001,42516757000182,RJ,Não,NA,NA,Sim,NA
00087272920188190028,12009773000118,RJ,Não,NA,NA,Não,NA
00087272920188190028,02348740000149,RJ,Não,NA,NA,Não,NA
00087272920188190028,14978872000133,RJ,Não,NA,NA,Não,NA
00087272920188190028,07127452000188,RJ,Não,NA,NA,Não,NA
00087272920188190028,07065754000179,RJ,Não,NA,NA,Não,NA
00535922020158190004,68626183000199,RJ,Sim,2017-06-05,Não,Sim,NA
00535922020158190004,04415844000154,RJ,Sim,2017-06-05,Não,Sim,NA
00535922020158190004,03558629000140,RJ,Sim,2017-06-05,Não,Sim,NA
02048103620178190001,00355188000190,RJ,Sim,2021-05-18,Sim,Sim,NA
02048103620178190001,03542699000100,RJ,Sim,2021-05-18,Sim,Sim,NA
02048103620178190001,19470119000156,RJ,Sim,2021-05-18,Sim,Sim,NA
00274139520158190021,40264616000194,RJ,NA,NA,NA,NA,NA
00238346720188190011,27050947000163,RJ,NA,NA,NA,NA,NA
00238346720188190011,02616090000175,RJ,NA,NA,NA,NA,NA
00238346720188190011,08656302000124,RJ,NA,NA,NA,NA,NA
00238346720188190011,05486954000170,RJ,NA,NA,NA,NA,NA
00238346720188190011,10481246000186,RJ,NA,NA,NA,NA,NA
00238346720188190011,08666702000110,RJ,NA,NA,NA,NA,NA
00238346720188190011,20432939000132,RJ,NA,NA,NA,NA,NA
00238346720188190011,06978188000123,RJ,NA,NA,NA,NA,NA
00238346720188190011,04055101000110,RJ,NA,NA,NA,NA,NA
02406836820158190001,40297269000104,RJ,NA,NA,NA,Não,NA
02406836820158190001,31114903000127,RJ,NA,NA,NA,Não,NA
02406836820158190001,42555029000180,RJ,NA,NA,NA,Não,NA
02406836820158190001,04684842000160,RJ,NA,NA,NA,Não,NA
02406836820158190001,04272269000188,RJ,NA,NA,NA,Não,NA
00163368920168190042,33022203000138,RJ,NA,NA,NA,Não,NA
00163368920168190042,01234089000113,RJ,NA,NA,NA,Não,NA
00163368920168190042,30105597000108,RJ,NA,NA,NA,Não,NA
02299916820198190001,83817858000170,RJ,Não,NA,NA,Não,NA
02299916820198190001,11102250000159,RJ,Não,NA,NA,Não,NA
02299916820198190001,19431391000127,RJ,Não,NA,NA,Não,NA
02299916820198190001,26696250000100,RJ,Não,NA,NA,Não,NA
00075185920168190007,04546811000143,RJ,NA,NA,NA,NA,NA
00075185920168190007,08348723000198,RJ,NA,NA,NA,NA,NA
00000075720198190022,05263709000101,RJ,Não,NA,NA,Sim,NA
01423071320168190001,13127015000167,RJ,Não,NA,NA,Sim,NA
01423071320168190001,19080443000168,RJ,Não,NA,NA,Sim,NA
01423071320168190001,19080492000109,RJ,Não,NA,NA,Sim,NA
01423071320168190001,18916517000190,RJ,Não,NA,NA,Sim,NA
01423071320168190001,14291318000183,RJ,Não,NA,NA,Sim,NA
01423071320168190001,20517195000159,RJ,Não,NA,NA,Sim,NA
00704607720188190001,09335569000182,RJ,Não,NA,NA,Não,NA
00704607720188190001,12604121000121,RJ,Não,NA,NA,Não,NA
00704607720188190001,13259260000128,RJ,Não,NA,NA,Não,NA
00704607720188190001,09468973000124,RJ,Não,NA,NA,Não,NA
00704607720188190001,13225895000104,RJ,Não,NA,NA,Não,NA
00704607720188190001,08835347000166,RJ,Não,NA,NA,Não,NA
00704607720188190001,10286324000191,RJ,Não,NA,NA,Não,NA
00704607720188190001,10295670000136,RJ,Não,NA,NA,Não,NA
00704607720188190001,10278135000177,RJ,Não,NA,NA,Não,NA
00704607720188190001,10359811000137,RJ,Não,NA,NA,Não,NA
00704607720188190001,10393133000129,RJ,Não,NA,NA,Não,NA
00704607720188190001,09335566000149,RJ,Não,NA,NA,Não,NA
00704607720188190001,10484870000137,RJ,Não,NA,NA,Não,NA
00704607720188190001,12211861000106,RJ,Não,NA,NA,Não,NA
00704607720188190001,12539435000198,RJ,Não,NA,NA,Não,NA
00704607720188190001,09298478000114,RJ,Não,NA,NA,Não,NA
00704607720188190001,12209506000194,RJ,Não,NA,NA,Não,NA
00704607720188190001,12209477000160,RJ,Não,NA,NA,Não,NA
00704607720188190001,12501141000177,RJ,Não,NA,NA,Não,NA
00704607720188190001,12501157000180,RJ,Não,NA,NA,Não,NA
00704607720188190001,12501155000190,RJ,Não,NA,NA,Não,NA
00704607720188190001,13186030000186,RJ,Não,NA,NA,Não,NA
00704607720188190001,06299134000131,RJ,Não,NA,NA,Não,NA
00704607720188190001,13186046000199,RJ,Não,NA,NA,Não,NA
00704607720188190001,09295920000159,RJ,Não,NA,NA,Não,NA
00704607720188190001,09340655000183,RJ,Não,NA,NA,Não,NA
00704607720188190001,09336366000100,RJ,Não,NA,NA,Não,NA
00704607720188190001,02748565000187,RJ,Não,NA,NA,Não,NA
00704607720188190001,09298473000191,RJ,Não,NA,NA,Não,NA
00704607720188190001,09298319000110,RJ,Não,NA,NA,Não,NA
00704607720188190001,12356050000195,RJ,Não,NA,NA,Não,NA
00024529220148190064,04871807000150,RJ,NA,NA,NA,NA,NA
02248146020188190001,31098700000194,RJ,Não,NA,NA,Não,NA
00062817020178190066,08876043000147,RJ,NA,NA,NA,NA,NA
00062817020178190066,11478284000142,RJ,NA,NA,NA,NA,NA
00008876320168190019,60963972000103,RJ,Não,NA,NA,Não,NA
01331326820118190001,07482627000175,RJ,NA,NA,NA,NA,NA
02371105120178190001,39185269000125,RJ,NA,NA,NA,Não,NA
02371105120178190001,08988837000100,RJ,NA,NA,NA,Não,NA
02371105120178190001,08924385000195,RJ,NA,NA,NA,Não,NA
01810345120108190001,02269919000291,RJ,NA,NA,NA,NA,NA
01810345120108190001,02113491000293,RJ,NA,NA,NA,NA,NA
01810345120108190001,00301810000188,RJ,NA,NA,NA,NA,NA
01810345120108190001,39889902000328,RJ,NA,NA,NA,NA,NA
00233865620208190001,31880164000184,RJ,Não,NA,NA,Sim,NA
00233865620208190001,31880164000508,RJ,Não,NA,NA,Sim,NA
00233865620208190001,31880164000699,RJ,Não,NA,NA,Sim,NA
00233865620208190001,31880164001075,RJ,Não,NA,NA,Sim,NA
00233865620208190001,31880164001237,RJ,Não,NA,NA,Sim,NA
00233865620208190001,05014372000190,RJ,Não,NA,NA,Sim,NA
00233865620208190001,05014372000352,RJ,Não,NA,NA,Sim,NA
00233865620208190001,05014372000514,RJ,Não,NA,NA,Sim,NA
01254674920218190001,02735385000160,RJ,Não,NA,NA,NA,NA
01254674920218190001,02720700000186,RJ,Não,NA,NA,NA,NA
01254674920218190001,03781576000121,RJ,Não,NA,NA,NA,NA
01254674920218190001,17846582000124,RJ,Não,NA,NA,NA,NA
01254674920218190001,12592708000168,RJ,Não,NA,NA,NA,NA
01254674920218190001,14787226000199,RJ,Não,NA,NA,NA,NA
00946447320138190001,32121162000174,RJ,NA,NA,NA,NA,NA
03178193920188190001,42367292000145,RJ,NA,NA,NA,NA,NA
03178193920188190001,17287373000198,RJ,NA,NA,NA,NA,NA
00940111820208190001,33150608000151,RJ,NA,NA,NA,NA,NA
00940111820208190001,21233901000101,RJ,NA,NA,NA,NA,NA
02897518420158190001,34078154000118,RJ,Não,NA,NA,Sim,NA
02897518420158190001,52196227000158,RJ,Não,NA,NA,Sim,NA
00214130320198190001,33658576000108,RJ,Sim,2021-11-10,Sim,Sim,NA
00214130320198190001,00719887000172,RJ,Sim,2021-11-10,Sim,Sim,NA
00214130320198190001,11567225000140,RJ,Sim,2021-11-10,Sim,Sim,NA
04948245320158190001,00261304000102,RJ,Não,NA,NA,NA,NA
04948245320158190001,10955061000166,RJ,Não,NA,NA,NA,NA
00246432420178190001,30183941000179,RJ,NA,NA,NA,Não,NA
00246432420178190001,27974948000102,RJ,NA,NA,NA,Não,NA
00246432420178190001,19927218000114,RJ,NA,NA,NA,Não,NA
00246432420178190001,22748887000133,RJ,NA,NA,NA,Não,NA
00246432420178190001,21728595000176,RJ,NA,NA,NA,Não,NA
00246432420178190001,21339225000147,RJ,NA,NA,NA,Não,NA
00246432420178190001,17533440000107,RJ,NA,NA,NA,Não,NA
00246432420178190001,21383842000140,RJ,NA,NA,NA,Não,NA
00038651220138190021,30034441000175,RJ,NA,NA,NA,Não,NA
04322108020138190001,27238211000113,RJ,NA,NA,NA,NA,NA
02830559520168190001,06184785000186,RJ,NA,NA,NA,NA,NA
02830559520168190001,08858175000146,RJ,NA,NA,NA,NA,NA
00430909620198190031,36492502000124,RJ,NA,NA,NA,NA,NA
00492252220168190002,32273609000120,RJ,NA,NA,NA,NA,NA
00492252220168190002,02829167000195,RJ,NA,NA,NA,NA,NA
00492252220168190002,00266848000167,RJ,NA,NA,NA,NA,NA
00041127720178190077,26089406000186,RJ,NA,NA,NA,NA,NA
00265272820218190008,40223711000140,RJ,NA,NA,NA,NA,NA
00265272820218190008,17573418000190,RJ,NA,NA,NA,NA,NA
00309748720158190002,09660958000183,RJ,NA,NA,NA,NA,NA
00309748720158190002,06256565000110,RJ,NA,NA,NA,NA,NA
00209941720188190001,36233195000167,RJ,NA,NA,NA,Sim,NA
00209941720188190001,06913472000111,RJ,NA,NA,NA,Sim,NA
00209941720188190001,08483064000100,RJ,NA,NA,NA,Sim,NA
00209941720188190001,08204115000100,RJ,NA,NA,NA,Sim,NA
00209941720188190001,15116664000198,RJ,NA,NA,NA,Sim,NA
00209941720188190001,15742838000128,RJ,NA,NA,NA,Sim,NA
00209941720188190001,18191257000133,RJ,NA,NA,NA,Sim,NA
00209941720188190001,19114250000180,RJ,NA,NA,NA,Sim,NA
00209941720188190001,18125843000180,RJ,NA,NA,NA,Sim,NA
00209941720188190001,18193878000156,RJ,NA,NA,NA,Sim,NA
00209941720188190001,18712076000105,RJ,NA,NA,NA,Sim,NA
00209941720188190001,18948013000152,RJ,NA,NA,NA,Sim,NA
00244643520158190042,02474891000143,RJ,Não,NA,NA,NA,NA
01992426820198190001,14444753000109,RJ,NA,NA,NA,Sim,NA
01992426820198190001,19068616000122,RJ,NA,NA,NA,Sim,NA
01992426820198190001,12285652000107,RJ,NA,NA,NA,Sim,NA
01992426820198190001,12285652000280,RJ,NA,NA,NA,Sim,NA
02529039320188190001,33197187000114,RJ,Não,NA,NA,Sim,NA
02334870820198190001,28679587000126,RJ,NA,NA,NA,NA,NA
00036176120188190024,09216022000168,RJ,NA,NA,NA,NA,NA
00094666720168190029,04574135000111,RJ,Não,NA,NA,Não,NA
00094666720168190029,10309906000146,RJ,Não,NA,NA,Não,NA
00094666720168190029,10711787000153,RJ,Não,NA,NA,Não,NA
00094666720168190029,11354688000124,RJ,Não,NA,NA,Não,NA
00094666720168190029,13708133000169,RJ,Não,NA,NA,Não,NA
00094666720168190029,17714281000147,RJ,Não,NA,NA,Não,NA
00195907520128190021,05644704000110,RJ,Não,NA,NA,Não,NA
00314566420188190023,28112311000161,RJ,NA,NA,NA,NA,NA
00833889420178190001,24969017000110,RJ,NA,NA,NA,NA,NA
00097137620208190039,10277146000132,RJ,NA,NA,NA,NA,NA
00097137620208190039,18257524000128,RJ,NA,NA,NA,NA,NA
00097137620208190039,05292235000118,RJ,NA,NA,NA,NA,NA
00097137620208190039,29922847000105,RJ,NA,NA,NA,NA,NA
01203963720198190001,28679587000126,RJ,NA,NA,NA,NA,NA
00097286120188190024,01124552000174,RJ,NA,NA,NA,NA,NA
04096239320158190001,30832786000174,RJ,NA,NA,NA,Não,NA
04096239320158190001,19786549000181,RJ,NA,NA,NA,Não,NA
00099424820148190006,11000206000138,RJ,NA,NA,NA,NA,NA
00126419320178190042,31136401000105,RJ,Sim,NA,NA,Sim,NA
00126419320178190042,40233215000177,RJ,Sim,NA,NA,Sim,NA
00282972720158190021,34159830000188,RJ,Não,NA,NA,Não,NA
03069250920158190001,42234005000129,RJ,NA,NA,NA,Não,NA
00959905420168190001,10337899000196,RJ,NA,NA,NA,NA,NA
00384435120198190001,30465413000102,RJ,Não,NA,NA,Não,NA
04251444420168190001,42487983000182,RJ,Sim,2018-06-04,Não,Sim,NA
00746269720158190021,03662454000116,RJ,Não,NA,NA,Não,NA
00128120620168190068,02512132000128,RJ,NA,NA,NA,NA,NA
00523914420128190021,30509814000117,RJ,NA,NA,NA,Não,NA
00368549220138190014,07737028000155,RJ,NA,NA,NA,NA,NA
03983659120128190001,09170830000131,RJ,NA,NA,NA,NA,NA
03983659120128190001,09177488000100,RJ,NA,NA,NA,NA,NA
04340935720168190001,30884464000179,RJ,NA,NA,NA,NA,NA
00151036320198190006,29041324000150,RJ,NA,NA,NA,NA,NA
00039632320178190064,10702511000532,RJ,Não,NA,NA,Não,NA
01148425820188190001,00867362000184,RJ,NA,NA,NA,NA,NA
00779794820158190021,15512565000125,RJ,NA,NA,NA,NA,NA
00476134920168190002,08790666000100,RJ,NA,NA,NA,NA,NA
00066666720168190061,32193369000154,RJ,Não,NA,NA,Não,NA
00066666720168190061,08868665000123,RJ,Não,NA,NA,Não,NA
00075369620208190021,03218065000104,RJ,NA,NA,NA,NA,NA
00075369620208190021,06164592000163,RJ,NA,NA,NA,NA,NA
00556477720218190021,02872194000140,RJ,NA,NA,NA,NA,NA
00556477720218190021,25531170000123,RJ,NA,NA,NA,NA,NA
00556477720218190021,32207212000130,RJ,NA,NA,NA,NA,NA
00347067620158190002,28555738000134,RJ,NA,NA,NA,NA,NA
00347067620158190002,05880389000120,RJ,NA,NA,NA,NA,NA
00347067620158190002,11667985000120,RJ,NA,NA,NA,NA,NA
00347067620158190002,09436649000124,RJ,NA,NA,NA,NA,NA
00545807420208190001,27922913000111,RJ,NA,NA,NA,NA,NA
00545807420208190001,15165950000143,RJ,NA,NA,NA,NA,NA
00545807420208190001,31154471000188,RJ,NA,NA,NA,NA,NA
02008538520218190001,03372304000178,RJ,NA,NA,NA,NA,NA
02008538520218190001,10243854000152,RJ,NA,NA,NA,NA,NA
00717536320108190001,04992172000220,RJ,NA,NA,NA,Não,NA
04204563920168190001,00148344000142,RJ,Não,NA,NA,Não,NA
00220663920188190001,08720660000159,RJ,NA,NA,NA,Não,NA
04749614820148190001,04423567000121,RJ,NA,NA,NA,NA,NA
04749614820148190001,15379168000127,RJ,NA,NA,NA,NA,NA
00034551620178190052,11019639000135,RJ,NA,NA,NA,NA,NA
00239281920188190042,02068570000149,RJ,NA,NA,NA,NA,NA
00622806920188190002,30064695000136,RJ,NA,NA,NA,NA,NA
01115911320108190001,03013799000149,RJ,NA,NA,NA,NA,NA
02523883420138190001,32330953000104,RJ,NA,NA,NA,NA,NA
02523883420138190001,03438054000121,RJ,NA,NA,NA,NA,NA
02523883420138190001,08207705000196,RJ,NA,NA,NA,NA,NA
00066692220168190061,32193369000154,RJ,NA,NA,NA,NA,NA
00066692220168190061,08868665000123,RJ,NA,NA,NA,NA,NA
00278301920138190021,28446250000179,RJ,NA,NA,NA,NA,NA
00668516520148190021,04506236000155,RJ,Não,NA,NA,Sim,NA
00584617220158190021,01935254000164,RJ,NA,NA,NA,NA,NA
00141185020148190045,06697008000135,RJ,NA,NA,NA,Não,NA
03194537020188190001,16823963000125,RJ,NA,NA,NA,NA,NA
00409306220178190001,05124249000122,RJ,NA,NA,NA,Sim,NA
00409306220178190001,09296166000171,RJ,NA,NA,NA,Sim,NA
00409306220178190001,09351557000141,RJ,NA,NA,NA,Sim,NA
00629472620168190002,15333656000101,RJ,NA,NA,NA,NA,NA
02244416320178190001,29172616000121,RJ,Não,NA,NA,Não,NA
02244416320178190001,04516264000153,RJ,Não,NA,NA,Não,NA
02244416320178190001,68730811000181,RJ,Não,NA,NA,Não,NA
02244416320178190001,08544164000191,RJ,Não,NA,NA,Não,NA
02244416320178190001,09204760000195,RJ,Não,NA,NA,Não,NA
00308965620198190066,26420858000107,RJ,NA,NA,NA,NA,NA
02518308620188190001,12671019000149,RJ,NA,NA,NA,NA,NA
00190880820188190028,07162174000108,RJ,NA,NA,NA,NA,NA
