id_processo,tj,link_edital_recuperanda,link_edital_aj,link_edital_qgc
00238346720188190011,RJ,https://drive.google.com/open?id=1IRe-de4AI-aE1OjpLbxnjcMtIb15-kAt,https://drive.google.com/open?id=1cwYKyYOhDZPACbKOCiiYMz4GSiuJpHkt,NA
02406836820158190001,RJ,https://drive.google.com/open?id=1KOIUS-56p0UPwaUpSZmCFoIavdU-R-Rn,https://drive.google.com/open?id=1KSg13KBlqymcqbEfG2n24bnqn_iSKWY0,https://drive.google.com/open?id=1Nsh5XlB_Z6PG2r0LvFUaa5MmiMN-Cx5G
00163368920168190042,RJ,https://drive.google.com/open?id=1g8F4X9LK9aYcWBM4q_FYML4UDvttpC6T,https://drive.google.com/open?id=1YvvH40cTuycIyFAv3XD21XYsP1LIzO8H,NA
02299916820198190001,RJ,https://drive.google.com/open?id=13nEOXWMJZQE470cl3SJdG-kyoQ9L5BgU,https://drive.google.com/open?id=18ZlBCJdH7HGVO4sGiYKG_iro481e937N,https://drive.google.com/open?id=140Du8aR6MgojHRPz-PVO74cz1ah3jE1f
00075185920168190007,RJ,https://drive.google.com/open?id=1I-R32eSuzAlmVHbBY-eAdTTjzf6emjIN,https://drive.google.com/open?id=1i4VL7fOtwutsswg1AisZJi_xiaN8QMh3,NA
00000075720198190022,RJ,https://drive.google.com/open?id=1ZgdCbcUXPnYlu7lu1dxLBLKUSCNf7xje,https://drive.google.com/open?id=1xZ5qqeChyzC-H3I8jPu2pfnomubN8vOG,NA
01423071320168190001,RJ,https://drive.google.com/open?id=1t6Mut03i6v_x6x8zPr-u7U6hp3ATS8cc,https://drive.google.com/open?id=1ZwQt1mcdJJCxUgX4_wW5uodY7p7w3ngq,https://drive.google.com/open?id=1baSqIH0QEvqmhVmIAz8ZLs_geW4DHo5l
00704607720188190001,RJ,https://drive.google.com/open?id=1nALmTXZqO5Ns5xnzVPCPLdKS5n39psap,https://drive.google.com/open?id=1Lh73GqcsqLEJwqaKsEIL5kZYT917ZGG4,NA
00024529220148190064,RJ,NA,https://drive.google.com/open?id=15RlsU4G1Zvp_Uvpw5FBpiWkppThGZjeQ,NA
02248146020188190001,RJ,https://drive.google.com/open?id=1-Tg_8WsDyIFgZw0-QPyt4bLoxBD07TKe,https://drive.google.com/open?id=1Iveu7l09tXYYVK5RhuSPvk2L1wSrgYPL,NA
00062817020178190066,RJ,NA,NA,NA
00008876320168190019,RJ,https://drive.google.com/open?id=1pPprWAH_hoecNs2wu_kOECPPKUSytXlH,https://drive.google.com/open?id=1jsqrEbo0ETMRh6WiVSI7wRZ6DAJoF4Qg,https://drive.google.com/open?id=173agys4CDyryyGAng-kD1HKM6yaq1sji
01331326820118190001,RJ,NA,NA,NA
02371105120178190001,RJ,https://drive.google.com/open?id=1jZpuwDZzO5HlhKKruHOrge-FBjdpxYnb,https://drive.google.com/open?id=1-Nn-Bf4TZLmOsdm8JC3YGUP5AYnAfD0A,https://drive.google.com/open?id=1Uz7QphD8kUYN5d6zUzaqW6B37uBw7GWs
01810345120108190001,RJ,NA,NA,NA
00233865620208190001,RJ,https://drive.google.com/open?id=14P4PcE7sflUmx4eX3-HHsb32jptWFBx_,https://drive.google.com/open?id=1ar1aXEEx3PSArXaR7pXtG3oqt-t1ONUB,NA
01254674920218190001,RJ,https://drive.google.com/open?id=1yygfo765KDukS-CLxY34BU5ODhczEk9G,https://drive.google.com/open?id=1MG9eris__BEnlRsjoYg41utM-sMxLZQv,NA
00946447320138190001,RJ,https://drive.google.com/open?id=1NzHfvH_vcFw4YuN4wdPZRcFQk8dbnMdh,https://drive.google.com/open?id=1kzV2LsEWUWrcFMQuUjx0r2y4suEipGUA,NA
03178193920188190001,RJ,https://drive.google.com/open?id=1Ho-GFF0CBlo6NyWYN7ycKYVW4Vu8KH7w,https://drive.google.com/open?id=1Bfv-oySDm3mAaO4zK2BcDyTA6aGbYXkk,NA
00940111820208190001,RJ,https://drive.google.com/open?id=18u1hrQge5-04IVHxkz6-qNTg6ZWqHzQS,https://drive.google.com/open?id=17nqIR_jIJw5TdzaLH7TkIMpYi-RSKUq4,NA
02897518420158190001,RJ,https://drive.google.com/open?id=1ZoNJbATixE0jhSOfTF5paaqjeio5FAMl,https://drive.google.com/open?id=1eAiKpxMVw8LbtkBMTPiRYeGgYsztSQDt,https://drive.google.com/open?id=1-sAvnFFfaE1K2ZLFrsFGWqNCJyGaDyK7
00214130320198190001,RJ,https://drive.google.com/open?id=1s5bbrhpywnfzxvZxr7ghJsDbQCKKxm2O,https://drive.google.com/open?id=1sVlFVw8ICzzhcJmw1lpZqLJM1X67unLz,NA
04948245320158190001,RJ,https://drive.google.com/open?id=1iCnBkUAl_izM3GcNl3nWfmxuSssSO3v7,https://drive.google.com/open?id=1eiWdYIppFvXE4-Kh7VMuF8_tWPXpbZtf,NA
00246432420178190001,RJ,https://drive.google.com/open?id=1fXM2kYw0ngZo4hSkZmyxQn_vVwh2RyPo,https://drive.google.com/open?id=174q7CbbChVAVREnf5CRrYF0lnq1tSTv7,NA
00038651220138190021,RJ,https://drive.google.com/open?id=1dl0Q7FknoFnmDDdhA-1bJdMMzVON9vw9,https://drive.google.com/open?id=1lL70xHQKhLcFqPnH1lFdeJ0huwEfM-kn,NA
04322108020138190001,RJ,https://drive.google.com/open?id=1MdAakiGSJk2DBpLAyvCKhg5WM5s2FkKu,https://drive.google.com/open?id=1xlNUqFXJkHPDF_1HEWeh9uIA3yfEN933,NA
02830559520168190001,RJ,NA,NA,NA
00430909620198190031,RJ,https://drive.google.com/open?id=1HIOAK9obqyXAsBvdY-OFJVehCmaT6DV8,https://drive.google.com/open?id=1vM14P8yRpryi4toCNfSvm8_rSkh2haFj,NA
00492252220168190002,RJ,https://drive.google.com/open?id=1V-bFba2oJFWm3WIa0S03M9T-KM6DHvoV,https://drive.google.com/open?id=1elIilnzgUPIRo46no0d9M4zYcemRkvF0,NA
00041127720178190077,RJ,NA,NA,NA
00265272820218190008,RJ,NA,NA,NA
00309748720158190002,RJ,NA,NA,NA
00209941720188190001,RJ,https://drive.google.com/open?id=1SGD1Ikinq03BHLPE8kPgz1BG7zDaFes8,https://drive.google.com/open?id=1nYwDiLUwRi5Ob89lVOmLQgMVepZSKqhM,https://drive.google.com/open?id=1MXUwFNtnhnxNPXUZF3tIOG2NrZ51s_Rc
00244643520158190042,RJ,https://drive.google.com/open?id=14l1tRauLBsn4ikvAMStQop3tGo8vBFbF,https://drive.google.com/open?id=1jFBw5xeeSUNNwh3p0Hw8mYkHKSgXXcAg,NA
01992426820198190001,RJ,https://drive.google.com/open?id=1cDh3vAT9FgFye6d8xLke3jj0J-9q_1zq,https://drive.google.com/open?id=1omBUEDM1OCZEAx1nGZCdalbsmCQaJI14,NA
02529039320188190001,RJ,https://drive.google.com/open?id=1AFffgzsheaYg_EJCzInmMMHOS6svDa7z,https://drive.google.com/open?id=137hNepN4LNElgekYbcS8HpGoiP2s9utx,NA
02334870820198190001,RJ,NA,NA,NA
00036176120188190024,RJ,https://drive.google.com/open?id=1y0-ltjpFyKnmeVXe-cHnvvDzVlxCfXPv,https://drive.google.com/open?id=1VOC_m6iDQNxxOR5fsS0Qjfoc-Il4GlDg,NA
00094666720168190029,RJ,https://drive.google.com/open?id=1_vG2jdwD3ScqxHdY1V-Qoom0X3QOCKWa,https://drive.google.com/open?id=18puTBzFgP-b36we4kMdspRh8jE6aKlud,https://drive.google.com/open?id=1p2jPpffTZi39Calm9dG5_fCJfFIhv4ls
00195907520128190021,RJ,https://drive.google.com/open?id=1TBZRDOo7xeIJC3MT1tpYYZc54jNVvFiG,https://drive.google.com/open?id=1yhdcsbDBRfsUAFIvOFf9ltUlm_NWgPXO,NA
00314566420188190023,RJ,NA,NA,NA
00833889420178190001,RJ,NA,NA,NA
00097137620208190039,RJ,https://drive.google.com/open?id=1vWB5T2iqtaUE39CCm3M1a8or7xApCH3g,https://drive.google.com/open?id=1zIXtyfPRSgQNjVahPhKPH8IHwKhdc0n1,NA
01203963720198190001,RJ,NA,NA,NA
00097286120188190024,RJ,NA,NA,NA
04096239320158190001,RJ,https://drive.google.com/open?id=1uftXgwO2Awwpjx0ZVa-VtP8RUuWOVALN,https://drive.google.com/open?id=1qnYVHdXTvY033U4tqLCLtyOBIr0HE79i,https://drive.google.com/open?id=1NW-Ssy1Dk7uKyqge8FqDx_-MbpLB4-fr
00099424820148190006,RJ,NA,NA,NA
00126419320178190042,RJ,https://drive.google.com/open?id=1KVkxYtCRnUvEkGCPDoqgcomNIeapujb2,https://drive.google.com/open?id=1CLo2tw7UA_jR1AHEoQDe6q_T-_SmiwaS,NA
00282972720158190021,RJ,https://drive.google.com/open?id=1UDWVezypry26YDBBOo6O3smzBuk5Gwqb,https://drive.google.com/open?id=12G0bi-0Ivu_eQ0Vwyoihe6NUcEIRHN-w,NA
03069250920158190001,RJ,https://drive.google.com/open?id=1P_y-RsDrZh4-aP-XEFkj3Lj6gTdJV7ae,https://drive.google.com/open?id=1jAIF2plG-txQVXWYyQ-GrfR-zzNg25UH,https://drive.google.com/open?id=1N0hrjXinb6jWVaM6V9s5Xf3ihizFu6yA
00959905420168190001,RJ,NA,NA,NA
00384435120198190001,RJ,https://drive.google.com/open?id=17L5AReffqmEg0g5gu8xWXnaunG1tqlnH,https://drive.google.com/open?id=1Yyny-ny52zzcnfKi0VuQRcvFIE-Qx_vj,NA
04251444420168190001,RJ,https://drive.google.com/open?id=1mK05XBUXVIpd15nU4-C_9M9sK2SwFMQI,https://drive.google.com/open?id=1ajtXQy1Hwf0agOAUbyS0AIEGEmS5BMg-,https://drive.google.com/open?id=11Y0JOxLaCe4MyZA8C-56iUQRpGR2bWGA
00746269720158190021,RJ,https://drive.google.com/open?id=1nxi5nvNCbh12xkUCX2ZPxR-WMIBs9RJf,https://drive.google.com/open?id=1RTRCTLGMIun3tkgKbLl4nrZkdza42_I7,NA
00128120620168190068,RJ,https://drive.google.com/open?id=1BxJ0HDrT-TPk_9qfbNMt_NIo3a-wIvP0,https://drive.google.com/open?id=1OfFhLiTiVnd4MO2nVbODp8TdfwRGl8iH,NA
00523914420128190021,RJ,https://drive.google.com/open?id=12LgTFhrHMFZQ76l9PrlBzTRzWeP_c1HM,https://drive.google.com/open?id=1nuaQv-hyez9nfm_BO2NQig9m-87duvfh,NA
00368549220138190014,RJ,NA,https://drive.google.com/open?id=1W-KeZN8p1ZkI6_honjBM-MLyuVrkQ0IM,NA
03983659120128190001,RJ,https://drive.google.com/open?id=1MTY_TgUxVRgR8DZdM8cl98-xzykAUSPJ,https://drive.google.com/open?id=1-4U3Bkthp6MoKdpIKwdBr5QcDLDPRymu,NA
04340935720168190001,RJ,https://drive.google.com/open?id=1r1f8htS-XUcMdhMbTutdOAdp7be9Ecp1,https://drive.google.com/open?id=1LmVCnplBW4CHC1PZ0BDKsqs6H4hJGsqz,NA
00151036320198190006,RJ,https://drive.google.com/open?id=1G0XVkV-IYSo892qkp2hNYa7iUs2rJnWc,https://drive.google.com/open?id=1XDBUi42dXb2GvVQaO0qiOlOhCqUFxF_a,NA
00039632320178190064,RJ,https://drive.google.com/open?id=132Y6G4leK0w4VtcD0pKaEt05kDxt1t1O,https://drive.google.com/open?id=1X7KZPRQGVnAJ2F4R2f6cq1Cgq6NMicBU,https://drive.google.com/open?id=1paEo1WbtseD3PMGJJKOAniFtEwL7oufz
01148425820188190001,RJ,NA,NA,NA
00779794820158190021,RJ,NA,NA,NA
00476134920168190002,RJ,https://drive.google.com/open?id=1fuJsX1CDLV8mmmyBcZKDeqcMj6m1UFiS,NA,NA
00066666720168190061,RJ,https://drive.google.com/open?id=1Vnl42uXKIXvB_P9eGJw09a987u7aCKPk,https://drive.google.com/open?id=1MjkzrbUCOGEkGFaOaRJ2sYCPDtncoxLy,https://drive.google.com/open?id=1pxwAcIIGzLQZO1RCrCisKiNoQFBX8YWy
00075369620208190021,RJ,https://drive.google.com/open?id=1sNtAeGvg31RWZB6F3-KHnS1FwBCQcvLa,NA,NA
00556477720218190021,RJ,https://drive.google.com/open?id=1sxwBE9nGFWepH6eejm401O9NLPHQpSDj,NA,NA
00347067620158190002,RJ,https://drive.google.com/open?id=1uk5SC1Ju0DK0uaMQ9Za6wzAgzsM8XQwv,NA,NA
00545807420208190001,RJ,https://drive.google.com/open?id=1ISn6jvZzm_wy5vkbJc9J41qiZbAUU2sG,https://drive.google.com/open?id=1vq-JBn-MJFXTJFoKO1QHzrfoHKIgYLzq,NA
02008538520218190001,RJ,https://drive.google.com/open?id=1xE2T9ZSKU7SKRWcKNXEmqVEMnnxxO7jh,https://drive.google.com/open?id=1UI7We0dyXZmlpn7s22BLUgMqQNF_MnWn,NA
00717536320108190001,RJ,https://drive.google.com/open?id=18NU_MR4u7NTwh71TdaePhHP0JC7d61Gj,https://drive.google.com/open?id=1w1xAjxxo2EhyKVYSz8w3q6xN_HLvtfdz,NA
04204563920168190001,RJ,https://drive.google.com/open?id=1-5uzr7ceerknCvT5gp2IARNUblc5vuuQ,https://drive.google.com/open?id=134j_PbMegX5bQplZm9aQ1MD2flrttgHl,https://drive.google.com/open?id=1jAlj2_aevBj4HdI7YBwPlN56221BwIZj
00220663920188190001,RJ,https://drive.google.com/open?id=18rbvjVKcdHmZ1rQZ2MMyMcwtjyLh_Rwn,https://drive.google.com/open?id=1NWBHVLO4KbP3UQl0k5TYF6MSZGVdd5vV,NA
04749614820148190001,RJ,https://drive.google.com/open?id=1E3jJ524wG70VBA30ylPhcFLdbAuebZgi,https://drive.google.com/open?id=1GPfeHs9s7fJygyGDGaXTyvMsEn6oVliK,NA
00034551620178190052,RJ,https://drive.google.com/open?id=11rWYJimVKtxvWZHU9ku19GYQEF91_-SH,https://drive.google.com/open?id=1tGI001LjGOXlAecgUowDjwgEYBu4QGxC,NA
00239281920188190042,RJ,NA,NA,NA
00622806920188190002,RJ,NA,NA,NA
01115911320108190001,RJ,NA,NA,NA
02523883420138190001,RJ,https://drive.google.com/open?id=14WzJTQQ9CFbWlrRbB1ZkJFQbNK6DJDAO,https://drive.google.com/open?id=1Tc9UQ2Z2WqVqZqxyVJYJu2c5WHvqHfA3,NA
00066692220168190061,RJ,NA,NA,NA
00278301920138190021,RJ,https://drive.google.com/open?id=15o1EnuWRVsliuY387Evqfsy8RnJK18CH,https://drive.google.com/open?id=13deIFCbjlZ8w17c3lXY_3wOJCrT2y6zx,NA
00668516520148190021,RJ,https://drive.google.com/open?id=1tWDgr-jybX8ciVzoDdNVEr7auOCzzU-R,https://drive.google.com/open?id=1boneF01-90RyZ56MJLlaOEnzdAaO9InT,NA
00584617220158190021,RJ,NA,NA,NA
00141185020148190045,RJ,https://drive.google.com/open?id=1e_OtgLEciWL78igLXVJMAkfNPubEMRvI,https://drive.google.com/open?id=1VEaigain6mbG0zirMgDbomzYVcDB9llj,https://drive.google.com/open?id=14z7JvHF8NFdHeQm_cNybNP50xLIiTMOg
03194537020188190001,RJ,NA,NA,NA
00409306220178190001,RJ,https://drive.google.com/open?id=1f-ZCQMgdmwWCshJrSjrjl1KdLCpJzB7J,NA,https://drive.google.com/open?id=1B578qN91ugsS_mw8wsJK4_xsO7BF0cEi
00629472620168190002,RJ,https://drive.google.com/open?id=1gSuaN_KTg4LfINtLjv6NDDfnPIP5gxrM,NA,NA
02244416320178190001,RJ,https://drive.google.com/open?id=17yAGDPU_9IYUdZCm4X9MrXkVPdXXSn8W,https://drive.google.com/open?id=1E6kzBJdUvAjA_ckKa_GsCUxycE0GmkyK,NA
00308965620198190066,RJ,NA,NA,NA
02518308620188190001,RJ,NA,NA,NA
00190880820188190028,RJ,NA,NA,NA
02581318320178190001,RJ,NA,NA,NA
00390519820208190038,RJ,NA,NA,NA
00193427020178190042,RJ,NA,NA,NA
00505969520158190021,RJ,https://drive.google.com/open?id=1bVhPx1ObzN_7IMMxbq26GdafyFT8lkLA,https://drive.google.com/open?id=1SA6GjQr1UnXaFNl4gBRX8s9zRhFfnQZY,https://drive.google.com/open?id=17hzfSlQLdROe094DA5Xg2wx9V1xXA23Y
01432032720148190001,RJ,https://drive.google.com/open?id=1Ao5I8dkNJ-K9djKuRabQlInMcOQ2WZbO,https://drive.google.com/open?id=17usJsvTkg2sIvhKnz62u_N_cmHZltQUe,NA
00005295520198190064,RJ,https://drive.google.com/open?id=1CwHGX-BElRZJ0uXEfG9w3NHTHJwixth7,https://drive.google.com/open?id=13GGHKKD8VxAQlakCn1GwcNb_GRcR_8pw,NA
02191686920188190001,RJ,https://drive.google.com/open?id=1TvzOVlWIeGTg0GlU_hdckOZ1ZkEUX-mi,https://drive.google.com/open?id=15xWJRyOBad3BlH97_j17BkzjAXGvU5Gi,https://drive.google.com/open?id=1LMgUUubl1ZGESE8Q8smxJ0GDd9VD_e5_
02315531520198190001,RJ,https://drive.google.com/open?id=1Rcx03dNCYSptdnbFhiq4BSG4QSP2j3Gn,https://drive.google.com/open?id=1X7SqENZGdk7mu6VSppCRVj7z-m-VRMKw,NA
00395137120178190002,RJ,https://drive.google.com/open?id=1yjqRkQg4yWaZBUHx8NA5IJfX60qLvkpO,NA,NA
02663631620198190001,RJ,https://drive.google.com/open?id=1v_OHL8_-hiQNtJ0G2I61_bkTWZwdynb9,https://drive.google.com/open?id=1z2-D_Lugg3tnM4PKgBvB3_rPHgJM1v2S,https://drive.google.com/open?id=1ojogwJf4RZ-IiZqHYy0qshPfJqr66yf-
00145992120168190052,RJ,https://drive.google.com/open?id=10GRhiEBVG2xc4ursjcbuGX59b5UpvY5V,https://drive.google.com/open?id=17y1cJjtjNur42zQVi6wEu2yadL1ODTKI,NA
00203951020208190001,RJ,https://drive.google.com/open?id=1pU6yte2sK4I18ohEkR_1omAU88dve9n5,https://drive.google.com/open?id=1LT2njpKfnA9zBjj3w4PkELwxcParQvp5,NA
00015733220218190067,RJ,https://drive.google.com/open?id=1sPMPC28mjw8wZ8pGlFgZs3RZePKqN48Y,https://drive.google.com/open?id=19YS4zLg8Iz3SRYZxzv1jkfTcScgTuPYV,NA
00083883620198190028,RJ,NA,NA,NA
01637631420198190001,RJ,https://drive.google.com/open?id=1PvCYcZUaIDJMM0MHnHhK1gSdhTv5_CQR,NA,NA
00156907420208190063,RJ,NA,NA,NA
00021235220188190028,RJ,https://drive.google.com/open?id=1bQXqpGAxElj5uzj6L2W42LFfn9GxLQSZ,NA,NA
00967978920188190038,RJ,https://drive.google.com/open?id=1sPPAx4XkdKDktUZ2hytPIhrdXdj8g-f2,https://drive.google.com/open?id=11bUYVeT0BIGa7B0xuvlSPnwNgOSQrnmN,NA
00108570820128190026,RJ,https://drive.google.com/open?id=1wwz6vgDHKo8ksMimDeOdGfRYsf1Aq2AY,https://drive.google.com/open?id=1FvnydxDFTMK3N-06J7nWX3e2jelULGUB,NA
00289387820178190042,RJ,NA,NA,NA
00535670720158190004,RJ,https://drive.google.com/open?id=1OWgp8w0nLFrxh07kRf_j_kt6tjzZlnDU,NA,NA
03925715520138190001,RJ,https://drive.google.com/open?id=1xTXjJoAYBriv46huofpksnXcoFnrbti_,https://drive.google.com/open?id=1XuYhfSVjeOhrE43QGdC70-693wijeRyP,NA
